user_name,segment,total_coins,estimated_visits,heat_level,first_payment_date,last_payment_date
hatninnin,vip,350,2.3,AtRisk,2025-08-11,2025-11-25
lekusasu,churned,350,2.3,Dormant,2025-09-18,2025-11-06
maaaadsder,churned,350,2.3,Dormant,2025-09-24,2025-09-26
manegon,churned,350,2.3,Dormant,2025-09-11,2025-09-16
mask700,churned,350,2.3,Dormant,2025-09-18,2025-11-06
mgwppmqpt647,churned,350,2.3,Dormant,2025-09-21,2025-09-24
mijyuwan,vip,350,2.3,AtRisk,2025-11-06,2025-11-25
monmon019,churned,350,2.3,Dormant,2025-09-01,2025-11-09
muramuradayo,vip,350,2.3,Hot,2025-09-01,2026-01-30
nagato1104,churned,350,2.3,Dormant,2025-08-21,2025-11-06
napo_ri_tan,vip,350,2.3,AtRisk,2025-08-18,2025-11-25
nnnjjjy,churned,350,2.3,Dormant,2025-08-21,2025-09-24
paisuke22,vip,350,2.3,AtRisk,2025-09-11,2025-11-25
pocchama0141,vip,350,2.3,AtRisk,2025-11-09,2025-11-25
ponpon3,churned,350,2.3,Dormant,2025-09-19,2025-09-21
poriporr,churned,350,2.3,Dormant,2025-09-21,2025-09-24
tomoki215,light,350,2.3,Hot,2025-09-16,2026-02-18
safari006,vip,350,2.3,AtRisk,2025-09-18,2025-11-26
sarasibo358,churned,350,2.3,Dormant,2025-08-21,2025-11-06
sasuke70,churned,350,2.3,Dormant,2025-09-24,2025-09-26
shimofusa2,churned,350,2.3,Dormant,2025-09-16,2025-09-24
shimofusa1492,churned,350,2.3,Dormant,2025-08-17,2025-09-14
sitosaa-,regular,350,2.3,AtRisk,2025-11-25,2025-11-25
takky1117,churned,350,2.3,Dormant,2025-09-18,2025-11-06
tanatanatarotaro2,churned,350,2.3,Dormant,2025-09-01,2025-09-19
teatea669,churned,350,2.3,Dormant,2025-09-16,2025-09-19
tuki0630,churned,350,2.3,Dormant,2025-09-18,2025-11-09
dfgsfsg,vip,350,2.3,Warm,2025-09-16,2026-01-12
UpbeatAmpul,churned,350,2.3,Dormant,2025-09-11,2025-09-26
PrimaTrifle,vip,350,2.3,Warm,2025-09-16,2026-01-12
maaaakun,vip,350,2.3,AtRisk,2025-11-28,2025-11-30
ANKERbot,churned,350,2.3,Dormant,2025-08-11,2025-09-18
go316,vip,350,2.3,AtRisk,2025-08-17,2025-11-25
kasudesu,vip,350,2.3,AtRisk,2025-11-28,2025-11-30
kenty---,light,350,2.3,Hot,2025-09-14,2026-02-18
kkkk0826,light,350,2.3,Hot,2025-09-14,2026-02-18
miku______,churned,350,2.3,Dormant,2025-09-24,2025-09-26
namako22,churned,350,2.3,Dormant,2025-08-21,2025-11-06
ND5RC,churned,350,2.3,Dormant,2025-08-17,2025-09-16
nw0411,churned,350,2.3,Dormant,2025-07-27,2025-07-27
paaarin,churned,350,2.3,Dormant,2025-09-22,2025-09-22
rightbaseball,vip,350,2.3,AtRisk,2025-09-24,2025-11-25
ryosan1111,churned,350,2.3,Dormant,2025-09-16,2025-09-24
sanpoke,light,350,2.3,Hot,2025-09-01,2026-02-18
strom367,light,350,2.3,Hot,2025-09-16,2026-02-18
tennensui200ml,light,350,2.3,Hot,2025-09-01,2026-02-18
tomotomo25,churned,350,2.3,Dormant,2025-08-22,2025-09-14
tymym609,vip,350,2.3,AtRisk,2025-11-09,2025-11-30
wertyuidfgq,churned,350,2.3,Dormant,2025-09-21,2025-09-21
zztrREW,vip,350,2.3,AtRisk,2025-11-09,2025-11-25
hornybigdcockman,churned,348,2.3,Dormant,2025-09-11,2025-09-11
yokee1112,churned,328,2.2,Dormant,2025-07-27,2025-09-02
un_yoyoyo,churned,320,2.1,Dormant,2025-09-16,2025-11-07
yugamiyugami,churned,320,2.1,Dormant,2025-09-18,2025-11-07
amjptmx,churned,320,2.1,Dormant,2025-09-18,2025-11-07
Shach69,churned,320,2.1,Dormant,2025-07-28,2025-09-21
tomo_number03,churned,320,2.1,Dormant,2025-08-12,2025-09-21
amoumako,churned,320,2.1,Dormant,2025-08-12,2025-09-18
ar3253b,churned,320,2.1,Dormant,2025-09-18,2025-11-07
kkkkaag,churned,320,2.1,Dormant,2025-07-28,2025-09-18
FUKURO_,churned,320,2.1,Dormant,2025-08-12,2025-09-18
jhuge3110,churned,320,2.1,Dormant,2025-08-12,2025-09-18
hhhhhkkkkknnnnn,churned,320,2.1,Dormant,2025-07-28,2025-09-18
tomobank1968,churned,320,2.1,Dormant,2025-08-12,2025-09-16
VQB45451,churned,320,2.1,Dormant,2025-08-12,2025-09-16
chocotakinako,churned,320,2.1,Dormant,2025-07-28,2025-09-01
bandx0524,churned,320,2.1,Dormant,2025-11-06,2025-11-09
Taka337746,churned,320,2.1,Dormant,2025-08-12,2025-08-21
uranoaka69,churned,320,2.1,Dormant,2025-07-28,2025-08-21
tomsohya16,churned,320,2.1,Dormant,2025-08-12,2025-08-21
iheuyonota00,churned,320,2.1,Dormant,2025-07-27,2025-07-28
kenichi4574,churned,320,2.1,Dormant,2025-07-27,2025-07-28
rm20jp,churned,320,2.1,Dormant,2025-07-27,2025-07-28
yossuli,churned,320,2.1,Dormant,2025-07-27,2025-07-28
n-708,churned,320,2.1,Dormant,2025-07-27,2025-07-28
napa_kitty,regular,320,2.1,AtRisk,2025-08-12,2025-11-25
shjrkfkw,churned,320,2.1,Dormant,2025-09-21,2025-09-21
gamera79,churned,313,2.1,Dormant,2025-09-02,2025-11-06
tsuyoshi_12,churned,308,2.1,Dormant,2025-09-02,2025-09-19
Wraithkeen,churned,308,2.1,Dormant,2025-09-02,2025-09-11
32aki,churned,308,2.1,Dormant,2025-09-02,2025-09-11
hellmastar,churned,308,2.1,Dormant,2025-09-02,2025-09-11
Ksyktbk,churned,308,2.1,Dormant,2025-09-02,2025-09-11
mamekiti9,churned,308,2.1,Dormant,2025-09-02,2025-09-02
KONAMONOSUKI,churned,308,2.1,Dormant,2025-09-02,2025-09-02
woohoosy,churned,308,2.1,Dormant,2025-08-22,2025-09-02
daks2005,churned,308,2.1,Dormant,2025-09-02,2025-11-09
g9403045,churned,308,2.1,Dormant,2025-09-02,2025-09-19
theero69,churned,308,2.1,Dormant,2025-09-02,2025-09-02
jundcb,light,300,2.0,Hot,2025-11-26,2026-02-18
watch1641,light,300,2.0,Hot,2025-11-06,2026-02-18
039fjjddeo30d,regular,300,2.0,Warm,2025-09-19,2026-01-12
AB12cd3456,regular,300,2.0,AtRisk,2025-11-06,2025-11-28
taketakechin,regular,300,2.0,AtRisk,2025-11-06,2025-11-28
kzz14789,regular,300,2.0,AtRisk,2025-09-11,2025-11-26
BlastingBachelor,regular,300,2.0,AtRisk,2025-09-25,2025-11-26
hiro__xyz,churned,300,2.0,Dormant,2025-09-19,2025-11-09
Kota2016,churned,300,2.0,Dormant,2025-09-24,2025-11-06
ochinchinchinko,churned,300,2.0,Dormant,2025-09-19,2025-11-06
otetsu1210,churned,300,2.0,Dormant,2025-09-24,2025-11-06
MintClimate,churned,300,2.0,Dormant,2025-11-06,2025-11-06
engawaumaiyone,churned,300,2.0,Dormant,2025-09-19,2025-11-06
1haretu1,churned,300,2.0,Dormant,2025-11-06,2025-11-06
clifftlk,new,300,2.0,Hot,2026-02-18,2026-02-18
AvoidingPoultice,churned,300,2.0,Dormant,2025-11-09,2025-11-09
renommon,churned,300,2.0,Dormant,2025-09-11,2025-09-11
bkkkb413,churned,300,2.0,Dormant,2025-08-11,2025-09-11
marsheaaa,churned,300,2.0,Dormant,2025-09-11,2025-09-11
kuro1196,churned,300,2.0,Dormant,2025-09-11,2025-09-11
gate_,churned,300,2.0,Dormant,2025-09-10,2025-09-11
saki88888,churned,300,2.0,Dormant,2025-08-11,2025-09-11
souma0723,regular,300,2.0,AtRisk,2025-09-24,2025-11-28
pokotan-5150,regular,300,2.0,AtRisk,2025-11-06,2025-11-26
hetare0794,regular,300,2.0,AtRisk,2025-11-06,2025-11-26
mazetarou,churned,300,2.0,Dormant,2025-08-18,2025-08-22
chocosuke,churned,300,2.0,Dormant,2025-08-11,2025-08-22
58019,churned,300,2.0,Dormant,2025-08-18,2025-08-22
efe6542,regular,300,2.0,Warm,2025-11-06,2026-01-12
BogglingRhumb,new,300,2.0,Hot,2026-02-18,2026-02-18
Fukahire_Shark,churned,300,2.0,Dormant,2025-09-19,2025-11-09
uctoto0903,churned,300,2.0,Dormant,2025-08-18,2025-08-18
KINGS0430,churned,300,2.0,Dormant,2025-08-17,2025-08-17
Ponpondede,light,300,2.0,Hot,2025-11-28,2026-02-18
horeach,churned,300,2.0,Dormant,2025-09-11,2025-11-09
jughu78,churned,300,2.0,Dormant,2025-09-24,2025-11-06
kzkz2143,churned,300,2.0,Dormant,2025-09-25,2025-11-09
McGregor02,churned,300,2.0,Dormant,2025-08-11,2025-11-06
LIOUZZ,light,300,2.0,Hot,2026-01-12,2026-02-18
rinkai777,churned,300,2.0,Dormant,2025-11-09,2025-11-09
lmKOREAN,light,300,2.0,Hot,2026-01-12,2026-02-18
liveyon,light,300,2.0,Hot,2026-01-12,2026-02-18
syoupppp,churned,300,2.0,Dormant,2025-09-24,2025-09-24
TURU1903,churned,300,2.0,Dormant,2025-08-11,2025-09-24
FlowingFork,regular,300,2.0,Warm,2025-11-09,2026-01-12
tenten0318,regular,300,2.0,Warm,2026-01-12,2026-01-12
uog20312662,churned,300,2.0,Dormant,2025-09-19,2025-09-24
tetsusa,regular,300,2.0,Warm,2026-01-12,2026-01-12
yokkun4545,churned,300,2.0,Dormant,2025-09-19,2025-09-19
znato0808,regular,300,2.0,AtRisk,2025-11-09,2025-11-26
aaakakkakakakk,light,300,2.0,Hot,2026-01-12,2026-02-18
debiltan,churned,300,2.0,Dormant,2025-08-11,2025-11-09
kan53,churned,300,2.0,Dormant,2025-11-06,2025-11-09
Mellow_Akira96,regular,300,2.0,AtRisk,2025-11-06,2025-11-26
jowa19,light,300,2.0,Hot,2025-09-19,2026-02-18
nnn0033,regular,300,2.0,AtRisk,2025-08-11,2025-11-28
Toru5677,churned,300,2.0,Dormant,2025-08-11,2025-11-06
mukkv,churned,294,2.0,Dormant,2025-09-11,2025-09-11
tamaruu,churned,283,1.9,Dormant,2025-11-07,2025-11-07
1357qaz00,churned,280,1.9,Dormant,2025-10-21,2025-10-22
aaazzzy,regular,270,1.8,AtRisk,2025-11-28,2025-11-28
REO2105,churned,270,1.8,Dormant,2025-09-19,2025-11-07
ritton11,churned,270,1.8,Dormant,2025-08-18,2025-11-07
ry_u_su_ke,churned,270,1.8,Dormant,2025-11-06,2025-11-07
SHO1968,churned,270,1.8,Dormant,2025-08-12,2025-09-19
BelayingProw,churned,270,1.8,Dormant,2025-09-19,2025-11-07
WartornChanger,churned,270,1.8,Dormant,2025-07-28,2025-09-11
joe113332166,light,270,1.8,Hot,2025-08-12,2026-02-18
yyyyy2580,churned,270,1.8,Dormant,2025-07-28,2025-08-22
eieiei1019,regular,270,1.8,Warm,2025-11-07,2026-01-12
monmon-12,churned,270,1.8,Dormant,2025-08-12,2025-08-17
taitorisuto3,churned,270,1.8,Dormant,2025-08-12,2025-08-17
kirakirabeams3,new,270,1.8,Hot,2026-02-18,2026-02-18
gonchan23,churned,270,1.8,Dormant,2025-07-28,2025-09-24
hiroooo123,churned,270,1.8,Dormant,2025-08-12,2025-08-12
RacyChigger,churned,270,1.8,Dormant,2025-08-11,2025-08-11
kshogo,churned,270,1.8,Dormant,2025-09-19,2025-11-07
PIGORO,churned,270,1.8,Dormant,2025-11-06,2025-11-07
rona1223,churned,270,1.8,Dormant,2025-07-28,2025-11-09
Smongclub,churned,270,1.8,Dormant,2025-11-07,2025-11-09
gonzarees,churned,268,1.8,Dormant,2025-09-02,2025-09-14
masa999755,regular,256,1.7,Dormant,2025-12-21,2025-01-30
0123KKK,churned,250,1.7,Dormant,2025-10-21,2025-10-21
44fdd,churned,250,1.7,Dormant,2025-10-21,2025-10-21
eito1208,churned,250,1.7,Dormant,2025-10-21,2025-10-21
Fukufuku31,churned,250,1.7,Dormant,2025-10-21,2025-10-21
tdmdtmtdm,churned,250,1.7,Dormant,2025-10-21,2025-10-21
tajamd,churned,250,1.7,Dormant,2025-10-21,2025-10-21
mochas_33,churned,250,1.7,Dormant,2025-10-21,2025-10-21
ko2999,churned,250,1.7,Dormant,2025-10-21,2025-10-21
yuyabay,churned,250,1.7,Dormant,2025-10-21,2025-10-21
vhygh,churned,250,1.7,Dormant,2025-10-21,2025-10-21
agwpdja,churned,250,1.7,Dormant,2025-10-21,2025-10-21
jumbo-2025,churned,250,1.7,Dormant,2025-10-21,2025-10-21
raga1212,churned,250,1.7,Dormant,2025-10-21,2025-10-21
Minidwarve,churned,250,1.7,Dormant,2025-10-21,2025-10-21
ofuton__,churned,250,1.7,Dormant,2025-10-21,2025-10-21
Haro111,churned,250,1.7,Dormant,2025-10-21,2025-10-21
serm8931,churned,250,1.7,Dormant,2025-10-21,2025-10-21
tonny0604,churned,250,1.7,Dormant,2025-10-21,2025-10-21
asukzkus,churned,250,1.7,Dormant,2025-10-21,2025-10-21
dai202510,churned,250,1.7,Dormant,2025-10-21,2025-10-21
dufdo,churned,250,1.7,Dormant,2025-10-21,2025-10-21
jnfcxx,churned,250,1.7,Dormant,2025-10-21,2025-10-21
kokokoko12321,churned,250,1.7,Dormant,2025-10-22,2025-10-22
kyounobangohan,churned,250,1.7,Dormant,2025-10-21,2025-10-21
mousse2222,churned,250,1.7,Dormant,2025-10-21,2025-10-21
nanoha0fatea,churned,250,1.7,Dormant,2025-10-21,2025-10-21
oni5857,churned,250,1.7,Dormant,2025-10-21,2025-10-21
saihon,churned,250,1.7,Dormant,2025-10-21,2025-10-21
Sbt9Kw,churned,250,1.7,Dormant,2025-10-21,2025-10-21
sei2418,churned,250,1.7,Dormant,2025-10-21,2025-10-21
shinya5599,churned,250,1.7,Dormant,2025-10-21,2025-10-21
su---,churned,250,1.7,Dormant,2025-10-21,2025-10-21
sXsssXsX,churned,250,1.7,Dormant,2025-10-21,2025-10-21
tomoyan108,churned,250,1.7,Dormant,2025-10-21,2025-10-21
tommy_abc,churned,250,1.7,Dormant,2025-10-21,2025-10-21
woody262626,churned,250,1.7,Dormant,2025-10-21,2025-10-21
xiao3wu,churned,250,1.7,Dormant,2025-10-21,2025-10-21
wrh7uy76744,churned,250,1.7,Dormant,2025-10-21,2025-10-21
yass_2025,churned,250,1.7,Dormant,2025-10-21,2025-10-21
yusuke3151,churned,250,1.7,Dormant,2025-10-21,2025-10-21
bdmwmw,churned,250,1.7,Dormant,2025-10-21,2025-10-21
kummm127,churned,250,1.7,Dormant,2025-10-21,2025-10-21
Studust,churned,250,1.7,Dormant,2025-10-22,2025-10-22
tantantantcc,churned,250,1.7,Dormant,2025-10-21,2025-10-21
yashi0507,churned,250,1.7,Dormant,2025-10-21,2025-10-21
yuuu0657,churned,240,1.6,Dormant,2025-07-28,2025-08-12
crutchtaisa,churned,220,1.5,Dormant,2025-09-14,2025-09-14
newaman0000,churned,210,1.4,Dormant,2025-09-01,2025-09-02
12mgde,churned,208,1.4,Dormant,2025-09-02,2025-09-14
realmuto,churned,208,1.4,Dormant,2025-09-01,2025-09-02
gazerock69,churned,208,1.4,Dormant,2025-08-21,2025-09-02
Atash1990,churned,202,1.3,Dormant,2025-09-16,2025-09-18
ikuran,churned,201,1.3,Dormant,2025-09-01,2025-09-02
move6314,churned,201,1.3,Dormant,2025-09-01,2025-09-01
takepoyo,churned,201,1.3,Dormant,2025-07-27,2025-07-27
07RYO,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
0sinka0,churned,200,1.3,Dormant,2025-09-18,2025-09-18
syunpei1011,regular,200,1.3,AtRisk,2025-11-30,2025-11-30
6410vvv,churned,200,1.3,Dormant,2025-09-27,2025-09-27
pjdmwwmdjp,regular,200,1.3,AtRisk,2025-11-26,2025-11-26
yakiniku0956,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
ryo-009009,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
cozy0009,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
Yahosu122000,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
kerunsann,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
kagemushya69,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
Agadgd,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
aisuka1122,churned,200,1.3,Dormant,2025-09-21,2025-09-21
akkiy1111,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
junkblake,churned,200,1.3,Dormant,2025-09-26,2025-09-26
NH218,churned,200,1.3,Dormant,2025-09-26,2025-09-26
great-shiitake,churned,200,1.3,Dormant,2025-09-26,2025-09-26
alcyon_alcyon_1,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
simsimpul2,churned,200,1.3,Dormant,2025-09-26,2025-09-26
GHSRIDDLE,churned,200,1.3,Dormant,2025-09-21,2025-09-21
gjboy_h,churned,200,1.3,Dormant,2025-09-21,2025-09-21
sinn14,churned,200,1.3,Dormant,2025-09-21,2025-09-21
ks111198,churned,200,1.3,Dormant,2025-09-21,2025-09-21
tks198219,churned,200,1.3,Dormant,2025-09-21,2025-09-21
1331adaq,churned,200,1.3,Dormant,2025-09-21,2025-09-21
Nanjolno712,churned,200,1.3,Dormant,2025-09-21,2025-09-21
ky0810,churned,200,1.3,Dormant,2025-09-21,2025-09-21
SudatedWiggler,churned,200,1.3,Dormant,2025-09-21,2025-09-21
misawa06,churned,200,1.3,Dormant,2025-09-21,2025-09-21
gjawp,churned,200,1.3,Dormant,2025-09-21,2025-09-21
Yu-kun_,churned,200,1.3,Dormant,2025-09-21,2025-09-21
hasi3124,churned,200,1.3,Dormant,2025-09-21,2025-09-21
1dkdbdn,churned,200,1.3,Dormant,2025-09-21,2025-09-21
rema52,churned,200,1.3,Dormant,2025-09-21,2025-09-21
182B4k8,churned,200,1.3,Dormant,2025-09-21,2025-09-21
MOMO-TARO,churned,200,1.3,Dormant,2025-09-21,2025-09-21
EVmmgely,churned,200,1.3,Dormant,2025-09-21,2025-09-21
takatakaaketa,churned,200,1.3,Dormant,2025-09-21,2025-09-21
kerosansan,churned,200,1.3,Dormant,2025-09-21,2025-09-21
Strpusr1057,churned,200,1.3,Dormant,2025-09-21,2025-09-21
jobuta,churned,200,1.3,Dormant,2025-09-21,2025-09-21
SnowingBunch,churned,200,1.3,Dormant,2025-09-21,2025-09-21
syotawa,churned,200,1.3,Dormant,2025-09-21,2025-09-21
dru4200,churned,200,1.3,Dormant,2025-09-21,2025-09-21
YAMAGUTIh,churned,200,1.3,Dormant,2025-09-21,2025-09-21
setouti1199,churned,200,1.3,Dormant,2025-09-21,2025-09-21
oppailoves,churned,200,1.3,Dormant,2025-09-21,2025-09-21
yuzzzzy,churned,200,1.3,Dormant,2025-09-21,2025-09-21
new_against,churned,200,1.3,Dormant,2025-09-21,2025-09-21
motogutora,churned,200,1.3,Dormant,2025-09-21,2025-09-21
oda5452,churned,200,1.3,Dormant,2025-09-21,2025-09-21
app1epmtp,churned,200,1.3,Dormant,2025-09-26,2025-09-26
ar3ax9ndxu,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ask120428,regular,200,1.3,AtRisk,2025-11-25,2025-11-25
atomu363,churned,200,1.3,Dormant,2025-09-21,2025-09-21
999you999,churned,200,1.3,Dormant,2025-09-18,2025-09-18
heyheydayo,churned,200,1.3,Dormant,2025-09-18,2025-09-18
nobi072,churned,200,1.3,Dormant,2025-09-18,2025-09-18
PEI-PEI_,churned,200,1.3,Dormant,2025-09-18,2025-09-18
serurin,churned,200,1.3,Dormant,2025-09-18,2025-09-18
YASU91,churned,200,1.3,Dormant,2025-09-18,2025-09-18
s665961,churned,200,1.3,Dormant,2025-09-18,2025-09-18
sato_shiii,churned,200,1.3,Dormant,2025-09-18,2025-09-18
RunningWin,churned,200,1.3,Dormant,2025-09-18,2025-09-18
TRITRI-1234,churned,200,1.3,Dormant,2025-09-18,2025-09-18
tototototo0,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ufcc649,churned,200,1.3,Dormant,2025-09-18,2025-09-18
GleamedBidding3,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Laudable_Showman,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ShowySigh,churned,200,1.3,Dormant,2025-09-18,2025-09-18
yuhi99,churned,200,1.3,Dormant,2025-09-18,2025-09-18
X86IP,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Toyo77,churned,200,1.3,Dormant,2025-09-18,2025-09-18
yahyhayay,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ayakendo,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Bajwxpr,churned,200,1.3,Dormant,2025-09-16,2025-09-16
PEANUTSButterz,churned,200,1.3,Dormant,2025-09-18,2025-09-18
gjnp87587jkp,churned,200,1.3,Dormant,2025-09-18,2025-09-18
gpan36,churned,200,1.3,Dormant,2025-09-18,2025-09-18
kikkinnpng,churned,200,1.3,Dormant,2025-09-18,2025-09-18
octo444,churned,200,1.3,Dormant,2025-09-18,2025-09-18
1444yoshi,churned,200,1.3,Dormant,2025-09-18,2025-09-18
t1t2t4,churned,200,1.3,Dormant,2025-09-18,2025-09-18
A28tsllan,churned,200,1.3,Dormant,2025-09-18,2025-09-18
trebevally,churned,200,1.3,Dormant,2025-09-18,2025-09-18
HesitantTitty,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Ghjlouyg,churned,200,1.3,Dormant,2025-09-18,2025-09-18
tsukkajoutou,churned,200,1.3,Dormant,2025-09-18,2025-09-18
makkameee,churned,200,1.3,Dormant,2025-09-18,2025-09-18
pompom20,churned,200,1.3,Dormant,2025-09-18,2025-09-18
buriburiZZ,churned,200,1.3,Dormant,2025-09-18,2025-09-18
sloopdawg,churned,200,1.3,Dormant,2025-09-18,2025-09-18
RYO_0720,churned,200,1.3,Dormant,2025-09-18,2025-09-18
pero000,churned,200,1.3,Dormant,2025-09-18,2025-09-18
AngeliveD,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Johnnxxl,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ponchan810,churned,200,1.3,Dormant,2025-09-18,2025-09-18
yurumi_tom,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ryou121702,churned,200,1.3,Dormant,2025-09-18,2025-09-18
satonosuke,churned,200,1.3,Dormant,2025-09-18,2025-09-18
Rayamao,churned,200,1.3,Dormant,2025-09-18,2025-09-18
TskedAdjunct,churned,200,1.3,Dormant,2025-09-18,2025-09-18
BobotJ,churned,200,1.3,Dormant,2025-09-21,2025-09-21
scofield_t,churned,200,1.3,Dormant,2025-09-18,2025-09-18
ryo0954,churned,200,1.3,Dormant,2025-09-18,2025-09-18
mauimaui12345,churned,200,1.3,Dormant,2025-09-18,2025-09-18
kiyoshiko245,churned,200,1.3,Dormant,2025-09-18,2025-09-18
aki-pay,churned,200,1.3,Dormant,2025-09-18,2025-09-18
masaaki7120,churned,200,1.3,Dormant,2025-09-18,2025-09-18
777taison,churned,200,1.3,Dormant,2025-09-18,2025-09-18
sckids,churned,200,1.3,Dormant,2025-09-18,2025-09-18
takataka1010,churned,200,1.3,Dormant,2025-09-18,2025-09-18
s121121,churned,200,1.3,Dormant,2025-09-18,2025-09-18
binbinDx,churned,200,1.3,Dormant,2025-09-18,2025-09-18
t-non,churned,200,1.3,Dormant,2025-09-18,2025-09-18
mtmtmtmt323232,churned,200,1.3,Dormant,2025-09-16,2025-09-16
yurunoSu,churned,200,1.3,Dormant,2025-09-16,2025-09-16
shoogor,churned,200,1.3,Dormant,2025-09-16,2025-09-16
ju10ju20,churned,200,1.3,Dormant,2025-09-16,2025-09-16
ryooohei,churned,200,1.3,Dormant,2025-09-16,2025-09-16
KaIdetsu,churned,200,1.3,Dormant,2025-09-16,2025-09-16
FryingGrab,churned,200,1.3,Dormant,2025-09-16,2025-09-16
acmdb,churned,200,1.3,Dormant,2025-09-16,2025-09-16
MYTHH56_,churned,200,1.3,Dormant,2025-09-16,2025-09-16
Nanoccilupo,churned,200,1.3,Dormant,2025-09-16,2025-09-16
jnjglamtu,churned,200,1.3,Dormant,2025-09-16,2025-09-16
Carlitos_Charly,churned,200,1.3,Dormant,2025-09-21,2025-09-21
xoxokiaj,churned,200,1.3,Dormant,2025-09-16,2025-09-16
tomoadu,churned,200,1.3,Dormant,2025-09-16,2025-09-16
PSGbm,churned,200,1.3,Dormant,2025-09-16,2025-09-16
KENLEE8412,churned,200,1.3,Dormant,2025-09-16,2025-09-16
haruto898610,churned,200,1.3,Dormant,2025-09-16,2025-09-16
buriguti,churned,200,1.3,Dormant,2025-09-16,2025-09-16
kazuuuuuuki,churned,200,1.3,Dormant,2025-09-16,2025-09-16
tairon110,churned,200,1.3,Dormant,2025-09-16,2025-09-16
kunkakunka3,churned,200,1.3,Dormant,2025-09-16,2025-09-16
kaaaaaaak,churned,200,1.3,Dormant,2025-09-16,2025-09-16
Hazijoi,churned,200,1.3,Dormant,2025-09-16,2025-09-16
ScenicYearly,churned,200,1.3,Dormant,2025-09-16,2025-09-16
r8b8f,churned,200,1.3,Dormant,2025-09-16,2025-09-16
2531mm,churned,200,1.3,Dormant,2025-09-16,2025-09-16
hi006006,churned,200,1.3,Dormant,2025-09-16,2025-09-16
m_168,churned,200,1.3,Dormant,2025-09-16,2025-09-16
potaku1919,churned,200,1.3,Dormant,2025-09-16,2025-09-16
takayuki9238,churned,200,1.3,Dormant,2025-09-16,2025-09-16
mie3500,churned,200,1.3,Dormant,2025-09-16,2025-09-16
ren0224,churned,200,1.3,Dormant,2025-09-16,2025-09-16
sevenpixel0510,churned,200,1.3,Dormant,2025-09-16,2025-09-16
akame_56,churned,200,1.3,Dormant,2025-09-16,2025-09-16
nanden456,churned,200,1.3,Dormant,2025-09-16,2025-09-16
vvv1290vvv,churned,200,1.3,Dormant,2025-09-16,2025-09-16
Ptgpxjpt,churned,200,1.3,Dormant,2025-09-14,2025-09-14
magicako,churned,200,1.3,Dormant,2025-09-14,2025-09-14
ytadbuit,churned,200,1.3,Dormant,2025-09-14,2025-09-14
sinsinsin10,churned,200,1.3,Dormant,2025-09-14,2025-09-14
lufin7121,churned,200,1.3,Dormant,2025-09-14,2025-09-14
RICO330036,churned,200,1.3,Dormant,2025-09-14,2025-09-14
tjtpkujwt,churned,200,1.3,Dormant,2025-09-14,2025-09-14
kento0528,churned,200,1.3,Dormant,2025-09-14,2025-09-14
moyazoo,churned,200,1.3,Dormant,2025-09-14,2025-09-14
856238kdt,churned,200,1.3,Dormant,2025-09-14,2025-09-14
happyowls,churned,200,1.3,Dormant,2025-09-14,2025-09-14
kazutaka1218,churned,200,1.3,Dormant,2025-09-14,2025-09-14
rosa8888,churned,200,1.3,Dormant,2025-09-14,2025-09-14
kamesennin069,churned,200,1.3,Dormant,2025-09-14,2025-09-14
108499,churned,200,1.3,Dormant,2025-09-14,2025-09-14
haouoreo,churned,200,1.3,Dormant,2025-09-14,2025-09-14
jmadtjp,churned,200,1.3,Dormant,2025-09-14,2025-09-14
taberna347,churned,200,1.3,Dormant,2025-09-14,2025-09-14
Louis_and,churned,200,1.3,Dormant,2025-09-14,2025-09-14
Tori_momosan,churned,200,1.3,Dormant,2025-09-14,2025-09-14
kingdom-eiji,churned,200,1.3,Dormant,2025-09-14,2025-09-14
castlepoint,churned,200,1.3,Dormant,2025-09-14,2025-09-14
masa923ya,churned,200,1.3,Dormant,2025-09-14,2025-09-14
rxs7605,churned,200,1.3,Dormant,2025-09-14,2025-09-14
tomo8basevv,churned,200,1.3,Dormant,2025-09-14,2025-09-14
LoggedRoyalty,churned,200,1.3,Dormant,2025-09-14,2025-09-14
yuki169988,churned,200,1.3,Dormant,2025-09-14,2025-09-14
